Lemma;ID;Eng Gloss;POS;Level;Word source;Ex. ID;Form ;Analysis;Example Sentence;Translation;Reference;Topic(s)
аппетит;1416;_;N.Masc.Inan;A2;MiP, LM;1;аппетит;Acc.Sing;_;_;_;_
аппетит;1417;_;N.Masc.Inan;A2;MiP, LM;2;аппетиты;Nom.Plur;_;_;_;_
аппетит;1418;_;N.Masc.Inan;A2;MiP, LM;3;аппетитом;Ins.Sing;_;_;_;_
багаж;1419;_;N.Masc.Inan;A2;Golosa, MiP, LM, МН;1;багажа;Gen.Sing;_;_;_;_
багаж;1420;_;N.Masc.Inan;A2;Golosa, MiP, LM, МН;2;багаж;Nom.Sing;_;_;_;_
багаж;1421;_;N.Masc.Inan;A2;Golosa, MiP, LM, МН;3;багажом;Ins.Sing;_;_;_;_
бег;1422;_;N.Masc.Inan;A2;LM;1;бегу;Loc.Sing;_;_;_;_
бег;1423;_;N.Masc.Inan;A2;LM;2;бега;Gen.Sing;_;_;_;_
бег;1424;_;N.Masc.Inan;A2;LM;3;беге;Loc.Sing;_;_;_;_
бегать;1425;_;V;A2;Golosa, LM, МН;1;бегали;Plur.Past;_;_;_;_
бегать;1426;_;V;A2;Golosa, LM, МН;2;бегать;Inf;_;_;_;_
бегать;1427;_;V;A2;Golosa, LM, МН;3;бегала;Fem.Sing.Past;_;_;_;_
бежать;1428;_;V;A2;LM;1;бежать;Inf;_;_;_;_
бежать;1429;_;V;A2;LM;2;бежит;Sing.3.Pres/Fut;_;_;_;_
бежать;1430;_;V;A2;LM;3;бежал;Masc.Sing.Past;_;_;_;_
берег;1431;_;N.Masc.Inan;A2;LM;1;берегу;Loc.Sing;_;_;_;_
берег;1432;_;N.Masc.Inan;A2;LM;2;берег;Acc.Sing;_;_;_;_
берег;1433;_;N.Masc.Inan;A2;LM;3;берега;Gen.Sing;_;_;_;_
беречь;1434;_;V;A2;LM;1;беречь;Inf;_;_;_;_
беречь;1435;_;V;A2;LM;2;берёг;Masc.Sing.Past;_;_;_;_
беречь;1436;_;V;A2;LM;3;берегла;Fem.Sing.Past;_;_;_;_
беседовать;1437;_;V;A2;LM;1;беседовали;Plur.Past;_;_;_;_
беседовать;1438;_;V;A2;LM;2;беседуем;Plur.1.Pres/Fut;_;_;_;_
беседовать;1439;_;V;A2;LM;3;беседовать;Inf;_;_;_;_
бесплатный;1440;_;A;A2;LM;1;бесплатного;Gen.Masc.Sing;_;_;_;_
бесплатный;1441;_;A;A2;LM;2;бесплатная;Nom.Fem.Sing;_;_;_;_
бесплатный;1442;_;A;A2;LM;3;бесплатной;Gen.Fem.Sing;_;_;_;_
бесплатный;1443;_;A;A2;Golosa;1;бесплатного;Gen.Masc.Sing;_;_;_;_
бесплатный;1444;_;A;A2;Golosa;2;бесплатная;Nom.Fem.Sing;_;_;_;_
бесплатный;1445;_;A;A2;Golosa;3;бесплатной;Gen.Fem.Sing;_;_;_;_
биография;1446;_;N.Fem.Inan;A2;LM;1;биография;Nom.Sing;_;_;_;_
биография;1447;_;N.Fem.Inan;A2;LM;2;биографии;Gen.Sing;_;_;_;_
биография;1448;_;N.Fem.Inan;A2;LM;3;биографию;Acc.Sing;_;_;_;_
бить;1449;_;V;A2;LM;1;бьёт;Sing.3.Pres/Fut;_;_;_;_
бить;1450;_;V;A2;LM;2;бить;Inf;_;_;_;_
бить;1451;_;V;A2;LM;3;бил;Masc.Sing.Past;_;_;_;_
благодарить;1452;_;V;A2;LM;1;благодарю;Sing.1.Pres/Fut;_;_;_;_
благодарить;1453;_;V;A2;LM;2;благодарит;Sing.3.Pres/Fut;_;_;_;_
благодарить;1454;_;V;A2;LM;3;благодарил;Masc.Sing.Past;_;_;_;_
бог;1455;_;N.Masc.Anim;A2;MiP, LM;1;бог;Nom.Sing;_;_;_;_
бог;1456;_;N.Masc.Anim;A2;MiP, LM;2;богу;Dat.Sing;_;_;_;_
бог;1457;_;N.Masc.Anim;A2;MiP, LM;3;бога;Gen.Sing;_;_;_;_
больница;1458;_;N.Fem.Inan;A2;Golosa, LM;1;больнице;Loc.Sing;_;_;_;_
больница;1459;_;N.Fem.Inan;A2;Golosa, LM;2;больницу;Acc.Sing;_;_;_;_
больница;1460;_;N.Fem.Inan;A2;Golosa, LM;3;больницы;Gen.Sing;_;_;_;_
булочка;1461;_;N.Fem.Inan;A2;Golosa, MiP, LM, МН;1;булочки;Nom.Plur;_;_;_;_
бумага;1462;_;N.Fem.Inan;A2;LM;1;бумаги;Gen.Sing;_;_;_;_
бумага;1463;_;N.Fem.Inan;A2;LM;2;бумагу;Acc.Sing;_;_;_;_
бумага;1464;_;N.Fem.Inan;A2;LM;3;бумаге;Loc.Sing;_;_;_;_
бутерброд;1465;_;N.Masc.Inan;A2;Golosa, MiP, LM, МН;1;бутерброды;Acc.Plur;_;_;_;_
бутерброд;1466;_;N.Masc.Inan;A2;Golosa, MiP, LM, МН;2;бутербродах;Loc.Plur;_;_;_;_
бутерброд;1467;_;N.Masc.Inan;A2;Golosa, MiP, LM, МН;3;бутербродами;Ins.Plur;_;_;_;_
бутылка;1468;_;N.Fem.Inan;A2;Golosa, MiP, LM;1;бутылку;Acc.Sing;_;_;_;_
бутылка;1469;_;N.Fem.Inan;A2;Golosa, MiP, LM;2;бутылки;Gen.Sing;_;_;_;_
бутылка;1470;_;N.Fem.Inan;A2;Golosa, MiP, LM;3;бутылок;Gen.Plur;_;_;_;_
бывать;1471;_;V;A2;Golosa, MiP, LM, МН;1;бывает;Sing.3.Pres/Fut;_;_;_;_
бывать;1472;_;V;A2;Golosa, MiP, LM, МН;2;бывают;Plur.3.Pres/Fut;_;_;_;_
бывать;1473;_;V;A2;Golosa, MiP, LM, МН;3;бывало;Neut.Sing.Past;_;_;_;_
быстрый;1474;_;A;A2;Golosa, LM;1;быстрого;Gen.Neut.Sing;_;_;_;_
быстрый;1475;_;A;A2;Golosa, LM;2;быстрое;Nom.Neut.Sing;_;_;_;_
быстрый;1476;_;A;A2;Golosa, LM;3;быстрой;Gen.Fem.Sing;_;_;_;_
важный;1477;_;A;A2;Golosa, LM;1;важно;Neut.Sing;_;_;_;_
важный;1478;_;A;A2;Golosa, LM;2;важное;Nom.Neut.Sing;_;_;_;_
важный;1479;_;A;A2;Golosa, LM;3;важную;Acc.Fem.Sing;_;_;_;_
варить;1480;_;V;A2;LM;1;варить;Inf;_;_;_;_
варить;1481;_;V;A2;LM;2;варят;Plur.3.Pres/Fut;_;_;_;_
варить;1482;_;V;A2;LM;3;варили;Plur.Past;_;_;_;_
везти;1483;_;V;A2;LM, Поехали;1;везёт;Sing.3.Pres/Fut;_;_;_;_
везти;1484;_;V;A2;LM, Поехали;2;везли;Plur.Past;_;_;_;_
везти;1485;_;V;A2;LM, Поехали;3;везло;Neut.Sing.Past;_;_;_;_
вера;1486;_;N.Fem.Inan;A2;LM;1;вера;Nom.Sing;_;_;_;_
вера;1487;_;N.Fem.Inan;A2;LM;2;веры;Gen.Sing;_;_;_;_
вера;1488;_;N.Fem.Inan;A2;LM;3;веру;Acc.Sing;_;_;_;_
верить;1489;_;V;A2;LM, МН;1;верить;Inf;_;_;_;_
верить;1490;_;V;A2;LM, МН;2;верю;Sing.1.Pres/Fut;_;_;_;_
верить;1491;_;V;A2;LM, МН;3;верит;Sing.3.Pres/Fut;_;_;_;_
вернуть;1492;_;V;A2;MiP, LM;1;вернуть;Inf;_;_;_;_
вернуть;1493;_;V;A2;MiP, LM;2;вернули;Plur.Past;_;_;_;_
вернуть;1494;_;V;A2;MiP, LM;3;вернула;Fem.Sing.Past;_;_;_;_
вернуться;1495;_;V;A2;MiP, LM, МН;1;вернулся;Masc.Sing.Past;_;_;_;_
вернуться;1496;_;V;A2;MiP, LM, МН;2;вернуться;Inf;_;_;_;_
вернуться;1497;_;V;A2;MiP, LM, МН;3;вернулись;Plur.Past;_;_;_;_
весенний;1498;_;A;A2;LM;1;весеннего;Gen.Masc.Sing;_;_;_;_
весенний;1499;_;A;A2;LM;2;весенний;Nom.Masc.Sing;_;_;_;_
весенний;1500;_;A;A2;LM;3;весеннюю;Acc.Fem.Sing;_;_;_;_
ветер;1501;_;N.Masc.Inan;A2;Golosa, LM;1;ветер;Nom.Sing;_;_;_;_
ветер;1502;_;N.Masc.Inan;A2;Golosa, LM;2;ветра;Gen.Sing;_;_;_;_
ветер;1503;_;N.Masc.Inan;A2;Golosa, LM;3;ветром;Ins.Sing;_;_;_;_
вещь;1504;_;N.Fem.Inan;A2;Golosa, LM, Поехали;1;вещей;Gen.Plur;_;_;_;_
вещь;1505;_;N.Fem.Inan;A2;Golosa, LM, Поехали;2;вещи;Acc.Plur;_;_;_;_
вещь;1506;_;N.Fem.Inan;A2;Golosa, LM, Поехали;3;вещь;Nom.Sing;_;_;_;_
вид;1507;_;N.Masc.Inan;A2;Golosa, MiP, LM;1;виде;Loc.Sing;_;_;_;_
вид;1508;_;N.Masc.Inan;A2;Golosa, MiP, LM;2;виду;Loc.Sing;_;_;_;_
вид;1509;_;N.Masc.Inan;A2;Golosa, MiP, LM;3;видов;Gen.Plur;_;_;_;_
вилка;1510;_;N.Fem.Inan;A2;LM, МН;1;вилкой;Ins.Sing;_;_;_;_
вилка;1511;_;N.Fem.Inan;A2;LM, МН;2;вилок;Gen.Plur;_;_;_;_
вилка;1512;_;N.Fem.Inan;A2;LM, МН;3;вилку;Acc.Sing;_;_;_;_
висеть;1513;_;V;A2;Golosa, LM, МН;1;висит;Sing.3.Pres/Fut;_;_;_;_
висеть;1514;_;V;A2;Golosa, LM, МН;2;висел;Masc.Sing.Past;_;_;_;_
висеть;1515;_;V;A2;Golosa, LM, МН;3;висела;Fem.Sing.Past;_;_;_;_
включать;1516;_;V;A2;Golosa, LM, МН;1;включает;Sing.3.Pres/Fut;_;_;_;_
включать;1517;_;V;A2;Golosa, LM, МН;2;включать;Inf;_;_;_;_
включать;1518;_;V;A2;Golosa, LM, МН;3;включают;Plur.3.Pres/Fut;_;_;_;_
включить;1519;_;V;A2;МН;1;включить;Inf;_;_;_;_
включить;1520;_;A;A2;МН;2;включены;Plur;_;_;_;_
включить;1521;_;V;A2;МН;3;включил;Masc.Sing.Past;_;_;_;_
вкусный;1522;_;A;A2;Golosa, MiP, LM, МН;1;вкусно;Neut.Sing;_;_;_;_
вкусный;1523;_;A;A2;Golosa, MiP, LM, МН;2;вкусные;Nom.Plur;_;_;_;_
вкусный;1524;_;A;A2;Golosa, MiP, LM, МН;3;вкусны;Plur;_;_;_;_
власть;1525;_;N.Fem.Inan;A2;LM;1;власти;Gen.Sing;_;_;_;_
власть;1526;_;N.Fem.Inan;A2;LM;2;власть;Nom.Sing;_;_;_;_
власть;1527;_;N.Fem.Inan;A2;LM;3;властей;Gen.Plur;_;_;_;_
внимание;1528;_;N.Neut.Inan;A2;Golosa, LM;1;внимание;Acc.Sing;_;_;_;_
внимание;1529;_;N.Neut.Inan;A2;Golosa, LM;2;внимания;Gen.Sing;_;_;_;_
внимание;1530;_;N.Neut.Inan;A2;Golosa, LM;3;вниманием;Ins.Sing;_;_;_;_
внимательный;1531;_;A;A2;LM;1;внимательны;Plur;_;_;_;_
внимательный;1532;_;A;A2;LM;2;внимательные;Nom.Plur;_;_;_;_
внимательный;1533;_;A;A2;LM;3;внимательными;Ins.Plur;_;_;_;_
водить;1534;_;V;A2;LM, Поехали;1;водит;Sing.3.Pres/Fut;_;_;_;_
водить;1535;_;V;A2;LM, Поехали;2;водил;Masc.Sing.Past;_;_;_;_
водить;1536;_;V;A2;LM, Поехали;3;водя;Pres/Fut;_;_;_;_
водка;1537;_;N.Fem.Inan;A2;MiP, LM, МН;1;водки;Gen.Sing;_;_;_;_
водка;1538;_;N.Fem.Inan;A2;MiP, LM, МН;2;водку;Acc.Sing;_;_;_;_
водка;1539;_;N.Fem.Inan;A2;MiP, LM, МН;3;водка;Nom.Sing;_;_;_;_
возвращать;1540;_;V;A2;LM;1;возвращают;Plur.3.Pres/Fut;_;_;_;_
возвращать;1541;_;V;A2;LM;2;возвращает;Sing.3.Pres/Fut;_;_;_;_
возвращать;1542;_;V;A2;LM;3;возвращать;Inf;_;_;_;_
возвращаться;1543;_;V;A2;Golosa, MiP, LM;1;возвращается;Sing.3.Pres/Fut;_;_;_;_
возвращаться;1544;_;V;A2;Golosa, MiP, LM;2;возвращаться;Inf;_;_;_;_
возвращаться;1545;_;V;A2;Golosa, MiP, LM;3;возвращаясь;Pres/Fut;_;_;_;_
воздух;1546;_;N.Masc.Inan;A2;LM, Поехали;1;воздуха;Gen.Sing;_;_;_;_
воздух;1547;_;N.Masc.Inan;A2;LM, Поехали;2;воздухе;Loc.Sing;_;_;_;_
воздух;1548;_;N.Masc.Inan;A2;LM, Поехали;3;воздух;Nom.Sing;_;_;_;_
возить;1549;_;V;A2;LM, Поехали;1;возить;Inf;_;_;_;_
возить;1550;_;V;A2;LM, Поехали;2;возила;Fem.Sing.Past;_;_;_;_
возить;1551;_;V;A2;LM, Поехали;3;возили;Plur.Past;_;_;_;_
возраст;1552;_;N.Masc.Inan;A2;Golosa, LM;1;возрасте;Loc.Sing;_;_;_;_
возраст;1553;_;N.Masc.Inan;A2;Golosa, LM;2;возраста;Gen.Sing;_;_;_;_
возраст;1554;_;N.Masc.Inan;A2;Golosa, LM;3;возраст;Nom.Sing;_;_;_;_
война;1555;_;N.Fem.Inan;A2;MiP, LM;1;войны;Gen.Sing;_;_;_;_
война;1556;_;N.Fem.Inan;A2;MiP, LM;2;война;Nom.Sing;_;_;_;_
война;1557;_;N.Fem.Inan;A2;MiP, LM;3;войну;Acc.Sing;_;_;_;_
войти;1558;_;V;A2;MiP;1;вошли;Plur.Past;_;_;_;_
войти;1559;_;V;A2;MiP;2;вошёл;Masc.Sing.Past;_;_;_;_
войти;1560;_;V;A2;MiP;3;войти;Inf;_;_;_;_
волноваться;1561;_;V;A2;Golosa, LM;1;волноваться;Inf;_;_;_;_
волноваться;1562;_;V;A2;Golosa, LM;2;волнуйся;Imper.Sing.2;_;_;_;_
волноваться;1563;_;V;A2;Golosa, LM;3;волнуется;Sing.3.Pres/Fut;_;_;_;_
волос;1564;_;N.Masc.Inan;A2;LM;1;волосы;Acc.Plur;_;_;_;_
волос;1565;_;N.Masc.Inan;A2;LM;2;волос;Gen.Plur;_;_;_;_
волос;1566;_;N.Masc.Inan;A2;LM;3;волосами;Ins.Plur;_;_;_;_
восток;1567;_;N.Masc.Inan;A2;Golosa, LM, МН;1;востока;Gen.Sing;_;_;_;_
восток;1568;_;N.Masc.Inan;A2;Golosa, LM, МН;2;востоке;Loc.Sing;_;_;_;_
восток;1569;_;N.Masc.Inan;A2;Golosa, LM, МН;3;восток;Nom.Sing;_;_;_;_
восточный;1570;_;A;A2;LM, МН;1;восточных;Gen.Plur;_;_;_;_
восточный;1571;_;A;A2;LM, МН;2;восточные;Nom.Plur;_;_;_;_
восточный;1572;_;A;A2;LM, МН;3;восточной;Gen.Fem.Sing;_;_;_;_
враг;1573;_;N.Masc.Anim;A2;LM;1;враг;Nom.Sing;_;_;_;_
враг;1574;_;N.Masc.Anim;A2;LM;2;врага;Gen.Sing;_;_;_;_
враг;1575;_;N.Masc.Anim;A2;LM;3;враги;Nom.Plur;_;_;_;_
вспоминать;1576;_;V;A2;LM;1;вспоминать;Inf;_;_;_;_
вспоминать;1577;_;V;A2;LM;2;вспоминаю;Sing.1.Pres/Fut;_;_;_;_
вспоминать;1578;_;V;A2;LM;3;вспоминает;Sing.3.Pres/Fut;_;_;_;_
вспомнить;1579;_;V;A2;LM;1;вспомнить;Inf;_;_;_;_
вспомнить;1580;_;V;A2;LM;2;вспомнил;Masc.Sing.Past;_;_;_;_
вспомнить;1581;_;V;A2;LM;3;вспомнили;Plur.Past;_;_;_;_
вставать;1582;_;V;A2;Golosa, MiP, LM, МН;1;встаёт;Sing.3.Pres/Fut;_;_;_;_
вставать;1583;_;V;A2;Golosa, MiP, LM, МН;2;вставать;Inf;_;_;_;_
вставать;1584;_;V;A2;Golosa, MiP, LM, МН;3;вставала;Fem.Sing.Past;_;_;_;_
встреча;1585;_;N.Fem.Inan;A2;LM;1;встречи;Gen.Sing;_;_;_;_
встреча;1586;_;N.Fem.Inan;A2;LM;2;встреча;Nom.Sing;_;_;_;_
встреча;1587;_;N.Fem.Inan;A2;LM;3;встреч;Gen.Plur;_;_;_;_
встречаться;1588;_;V;A2;Golosa, LM;1;встречаются;Plur.3.Pres/Fut;_;_;_;_
встречаться;1589;_;V;A2;Golosa, LM;2;встречается;Sing.3.Pres/Fut;_;_;_;_
встречаться;1590;_;V;A2;Golosa, LM;3;встречались;Plur.Past;_;_;_;_
второй;1591;_;A;A2;Golosa, MiP, LM;1;второй;Nom.Masc.Sing;_;_;_;_
второй;1592;_;A;A2;Golosa, MiP, LM;2;вторая;Nom.Fem.Sing;_;_;_;_
второй;1593;_;A;A2;Golosa, MiP, LM;3;втором;Loc.Masc.Sing;_;_;_;_
входить;1594;_;V;A2;Golosa, MiP, LM;1;входит;Sing.3.Pres/Fut;_;_;_;_
входить;1595;_;V;A2;Golosa, MiP, LM;2;входят;Plur.3.Pres/Fut;_;_;_;_
входить;1596;_;V;A2;Golosa, MiP, LM;3;входил;Masc.Sing.Past;_;_;_;_
вчерашний;1597;_;A;A2;LM;1;вчерашнего;Gen.Neut.Sing;_;_;_;_
вчерашний;1598;_;A;A2;LM;2;вчерашней;Gen.Fem.Sing;_;_;_;_
вчерашний;1599;_;A;A2;LM;3;вчерашних;Gen.Plur;_;_;_;_
выбирать;1600;_;V;A2;LM;1;выбирать;Inf;_;_;_;_
выбирать;1601;_;V;A2;LM;2;выбирает;Sing.3.Pres/Fut;_;_;_;_
выбирать;1602;_;V;A2;LM;3;выбирая;Pres/Fut;_;_;_;_
выйти;1603;_;V;A2;MiP;1;вышел;Masc.Sing.Past;_;_;_;_
выйти;1604;_;V;A2;MiP;2;вышла;Fem.Sing.Past;_;_;_;_
выйти;1605;_;V;A2;MiP;3;выйти;Inf;_;_;_;_
выступать;1606;_;V;A2;Golosa, LM;1;выступает;Sing.3.Pres/Fut;_;_;_;_
выступать;1607;_;V;A2;Golosa, LM;2;выступать;Inf;_;_;_;_
выступать;1608;_;V;A2;Golosa, LM;3;выступают;Plur.3.Pres/Fut;_;_;_;_
выходить;1609;_;V;A2;Golosa, MiP, LM;1;выходит;Sing.3.Pres/Fut;_;_;_;_
выходить;1610;_;V;A2;Golosa, MiP, LM;2;выходят;Plur.3.Pres/Fut;_;_;_;_
выходить;1611;_;V;A2;Golosa, MiP, LM;3;выходить;Inf;_;_;_;_
галерея;1612;_;N.Fem.Inan;A2;Golosa, LM;1;галерею;Acc.Sing;_;_;_;_
галерея;1613;_;N.Fem.Inan;A2;Golosa, LM;2;галерее;Loc.Sing;_;_;_;_
галерея;1614;_;N.Fem.Inan;A2;Golosa, LM;3;галереях;Loc.Plur;_;_;_;_
герой;1615;_;N.Masc.Anim;A2;LM;1;герой;Nom.Sing;_;_;_;_
герой;1616;_;N.Masc.Anim;A2;LM;2;героев;Gen.Plur;_;_;_;_
герой;1617;_;N.Masc.Anim;A2;LM;3;героя;Gen.Sing;_;_;_;_
главный;1618;_;A;A2;Golosa, LM;1;главный;Nom.Masc.Sing;_;_;_;_
главный;1619;_;A;A2;Golosa, LM;2;главным;Ins.Masc.Sing;_;_;_;_
главный;1620;_;A;A2;Golosa, LM;3;главных;Gen.Plur;_;_;_;_
глубокий;1621;_;A;A2;LM;1;глубокой;Gen.Fem.Sing;_;_;_;_
глубокий;1622;_;A;A2;LM;2;глубокая;Nom.Fem.Sing;_;_;_;_
глубокий;1623;_;A;A2;LM;3;глубокого;Gen.Neut.Sing;_;_;_;_
глупый;1624;_;A;A2;Golosa, LM, Кс;1;глупая;Nom.Fem.Sing;_;_;_;_
глупый;1625;_;A;A2;Golosa, LM, Кс;2;глупый;Nom.Masc.Sing;_;_;_;_
глупый;1626;_;A;A2;Golosa, LM, Кс;3;глупые;Nom.Plur;_;_;_;_
голос;1627;_;N.Masc.Inan;A2;Golosa, LM;1;голос;Nom.Sing;_;_;_;_
голос;1628;_;N.Masc.Inan;A2;Golosa, LM;2;голосом;Ins.Sing;_;_;_;_
голос;1629;_;N.Masc.Inan;A2;Golosa, LM;3;голосов;Gen.Plur;_;_;_;_
гора;1630;_;N.Fem.Inan;A2;Golosa, LM;1;гору;Acc.Sing;_;_;_;_
гора;1631;_;N.Fem.Inan;A2;Golosa, LM;2;горы;Acc.Plur;_;_;_;_
гора;1632;_;N.Fem.Inan;A2;Golosa, LM;3;гор;Gen.Plur;_;_;_;_
горький;1633;_;A;A2;LM;1;горько;Neut.Sing;_;_;_;_
горький;1634;_;A;A2;LM;2;горькой;Gen.Fem.Sing;_;_;_;_
горький;1635;_;A;A2;LM;3;горькая;Nom.Fem.Sing;_;_;_;_
государство;1636;_;N.Neut.Inan;A2;LM;1;государства;Gen.Sing;_;_;_;_
государство;1637;_;N.Neut.Inan;A2;LM;2;государство;Nom.Sing;_;_;_;_
государство;1638;_;N.Neut.Inan;A2;LM;3;государств;Gen.Plur;_;_;_;_
готовить;1639;_;V;A2;Golosa, MiP, LM;1;готовят;Plur.3.Pres/Fut;_;_;_;_
готовить;1640;_;V;A2;Golosa, MiP, LM;2;готовить;Inf;_;_;_;_
готовить;1641;_;V;A2;Golosa, MiP, LM;3;готовит;Sing.3.Pres/Fut;_;_;_;_
градус;1642;_;N.Masc.Inan;A2;Golosa, MiP, LM;1;градусов;Gen.Plur;_;_;_;_
градус;1643;_;N.Masc.Inan;A2;Golosa, MiP, LM;2;градуса;Gen.Sing;_;_;_;_
градус;1644;_;N.Masc.Inan;A2;Golosa, MiP, LM;3;град;Gen.Plur;_;_;_;_
грамматика;1645;_;N.Fem.Inan;A2;Golosa, LM;1;грамматики;Gen.Sing;_;_;_;_
грамматика;1646;_;N.Fem.Inan;A2;Golosa, LM;2;грамматику;Acc.Sing;_;_;_;_
грамматика;1647;_;N.Fem.Inan;A2;Golosa, LM;3;грамматикой;Ins.Sing;_;_;_;_
